"Facility ID","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
450042,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
450044,"Screening for metabolic disorders (SMD)",85,381,,"Alcohol use brief intervention provided or offered",54,69,,79,47,,"Alcohol and other drug use disorder treatment provided or offered at discharge",53,97,,49,97,,"Tobacco use treatment provided or offered at discharge",48,58,,7,58,,"Transition record with specified elements received by discharged patients (TR1)",64,670,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",91.7,96,,67.7,96,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",84.1,126,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",240,17.5,13.6,22.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",78,304,,10/01/2023,03/31/2024
450058,"Screening for metabolic disorders (SMD)",85,805,,"Alcohol use brief intervention provided or offered",34,35,,55,22,,"Alcohol and other drug use disorder treatment provided or offered at discharge",57,21,,57,21,,"Tobacco use treatment provided or offered at discharge",36,11,,36,11,,"Transition record with specified elements received by discharged patients (TR1)",28,1151,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",49.6,127,,26.8,127,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",72.3,202,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",314,22.4,18.3,26.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",91,561,,10/01/2023,03/31/2024
450064,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
450080,"Screening for metabolic disorders (SMD)",98,102,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",91,132,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",44,50,,22,50,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",147,20,15.4,25.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",98,63,,10/01/2023,03/31/2024
450200,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
450209,"Screening for metabolic disorders (SMD)",84,308,,"Alcohol use brief intervention provided or offered",55,108,,54,106,,"Alcohol and other drug use disorder treatment provided or offered at discharge",58,168,,46,168,,"Tobacco use treatment provided or offered at discharge",64,154,,55,154,,"Transition record with specified elements received by discharged patients (TR1)",57,715,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",53.8,80,,22.5,80,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",92.1,191,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",236,20.5,16.8,25.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",85,337,,10/01/2023,03/31/2024
450289,"Screening for metabolic disorders (SMD)",67,343,,"Alcohol use brief intervention provided or offered",7,364,,63,43,,"Alcohol and other drug use disorder treatment provided or offered at discharge",65,225,,64,225,,"Tobacco use treatment provided or offered at discharge",57,190,,23,190,,"Transition record with specified elements received by discharged patients (TR1)",78,637,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",48,21.8,16.2,28.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",91,304,,10/01/2023,03/31/2024
450330,"Screening for metabolic disorders (SMD)",99,354,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",80,378,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",66.7,72,,38.9,72,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",241,16.9,13.1,21.9,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,203,,10/01/2023,03/31/2024
450346,"Screening for metabolic disorders (SMD)",93,415,,"Alcohol use brief intervention provided or offered",42,188,,100,79,,"Alcohol and other drug use disorder treatment provided or offered at discharge",99,167,,99,167,,"Tobacco use treatment provided or offered at discharge",80,292,,78,292,,"Transition record with specified elements received by discharged patients (TR1)",95,754,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available","1, 28",07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",102,17.4,12.8,23.6,28,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",99,339,,10/01/2023,03/31/2024
450358,"Screening for metabolic disorders (SMD)",99,197,,"Alcohol use brief intervention provided or offered",94,81,,95,78,,"Alcohol and other drug use disorder treatment provided or offered at discharge",76,111,,72,111,,"Tobacco use treatment provided or offered at discharge",82,55,,11,55,,"Transition record with specified elements received by discharged patients (TR1)",84,524,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",61,16.2,11.3,23.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,264,,10/01/2023,03/31/2024
450388,"Screening for metabolic disorders (SMD)",89,178,,"Alcohol use brief intervention provided or offered",100,17,,100,17,,"Alcohol and other drug use disorder treatment provided or offered at discharge",72,25,,72,25,,"Tobacco use treatment provided or offered at discharge",88,17,,76,17,,"Transition record with specified elements received by discharged patients (TR1)",0,300,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",58.3,144,,25.7,144,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",66.4,232,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",303,24.1,20.5,28.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,144,,10/01/2023,03/31/2024
450400,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
450403,"Screening for metabolic disorders (SMD)",69,454,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",0,740,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",66.7,180,,42.8,180,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",76.1,243,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",472,20.4,17.4,23.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",83,344,,10/01/2023,03/31/2024
450462,"Screening for metabolic disorders (SMD)",97,273,,"Alcohol use brief intervention provided or offered",93,114,,76,113,,"Alcohol and other drug use disorder treatment provided or offered at discharge",98,146,,95,146,,"Tobacco use treatment provided or offered at discharge",92,105,,41,105,,"Transition record with specified elements received by discharged patients (TR1)",94,636,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",78,18,13.7,23.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,292,,10/01/2023,03/31/2024
450465,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
450469,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
450537,"Screening for metabolic disorders (SMD)",78,347,,"Alcohol use brief intervention provided or offered",77,125,,81,118,,"Alcohol and other drug use disorder treatment provided or offered at discharge",25,194,,23,194,,"Tobacco use treatment provided or offered at discharge",18,153,,2,153,,"Transition record with specified elements received by discharged patients (TR1)",0,619,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",64.7,150,,39.3,150,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",66.9,275,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",378,18.7,15.6,22.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",88,292,,10/01/2023,03/31/2024
450639,"Screening for metabolic disorders (SMD)",97,294,,"Alcohol use brief intervention provided or offered",72,117,,68,116,,"Alcohol and other drug use disorder treatment provided or offered at discharge",92,137,,62,137,,"Tobacco use treatment provided or offered at discharge",91,90,,2,90,,"Transition record with specified elements received by discharged patients (TR1)",80,657,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",67,19.8,15.0,25.4,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,315,,10/01/2023,03/31/2024
450653,"Screening for metabolic disorders (SMD)",99,231,,"Alcohol use brief intervention provided or offered",100,65,,28,65,,"Alcohol and other drug use disorder treatment provided or offered at discharge",100,76,,9,76,,"Tobacco use treatment provided or offered at discharge",96,73,,0,73,,"Transition record with specified elements received by discharged patients (TR1)",87,413,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",30,19.5,13.7,26.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",93,190,,10/01/2023,03/31/2024
450670,"Screening for metabolic disorders (SMD)",91,220,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",0,241,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",80.8,52,,69.2,52,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",138,18.3,13.6,24.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",86,128,,10/01/2023,03/31/2024
450690,"Screening for metabolic disorders (SMD)",78,469,,"Alcohol use brief intervention provided or offered",41,108,,25,79,,"Alcohol and other drug use disorder treatment provided or offered at discharge",28,87,,10,87,,"Tobacco use treatment provided or offered at discharge",37,131,,2,131,,"Transition record with specified elements received by discharged patients (TR1)",3,869,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",71.1,45,,44.4,45,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",84,18.7,13.4,25.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,359,,10/01/2023,03/31/2024
450771,"Screening for metabolic disorders (SMD)",97,334,,"Alcohol use brief intervention provided or offered",90,81,,89,81,,"Alcohol and other drug use disorder treatment provided or offered at discharge",90,91,,65,91,,"Tobacco use treatment provided or offered at discharge",88,34,,9,34,,"Transition record with specified elements received by discharged patients (TR1)",89,637,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",58,19.1,14.2,25.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,321,,10/01/2023,03/31/2024
450788,"Screening for metabolic disorders (SMD)",98,146,,"Alcohol use brief intervention provided or offered",96,24,,100,23,,"Alcohol and other drug use disorder treatment provided or offered at discharge",88,25,,88,25,,"Tobacco use treatment provided or offered at discharge",93,15,,93,15,,"Transition record with specified elements received by discharged patients (TR1)",0,354,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",30,18,12.8,25.4,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",99,283,,10/01/2023,03/31/2024
450869,"Screening for metabolic disorders (SMD)",99,396,,"Alcohol use brief intervention provided or offered",94,66,,88,66,,"Alcohol and other drug use disorder treatment provided or offered at discharge",93,149,,93,149,,"Tobacco use treatment provided or offered at discharge",59,163,,53,163,,"Transition record with specified elements received by discharged patients (TR1)",70,867,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",62.2,74,,37.8,74,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",79.6,137,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",154,23,18.1,28.6,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",100,435,,10/01/2023,03/31/2024
454000,"Screening for metabolic disorders (SMD)",97,73,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",82,112,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",28,29,,10/01/2023,03/31/2024
454006,"Screening for metabolic disorders (SMD)",94,160,,"Alcohol use brief intervention provided or offered",0,31,,0,31,,"Alcohol and other drug use disorder treatment provided or offered at discharge",91,119,,16,119,,"Tobacco use treatment provided or offered at discharge",0,79,,0,79,,"Transition record with specified elements received by discharged patients (TR1)",48,280,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",62,20.3,14.9,27.6,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",82,76,,10/01/2023,03/31/2024
454008,"Screening for metabolic disorders (SMD)",97,101,,"Alcohol use brief intervention provided or offered",3,29,,4,27,,"Alcohol and other drug use disorder treatment provided or offered at discharge",71,69,,58,69,,"Tobacco use treatment provided or offered at discharge",0,23,,0,23,,"Transition record with specified elements received by discharged patients (TR1)",16,294,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",31,18.1,13.1,24.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",64,131,,10/01/2023,03/31/2024
454009,"Screening for metabolic disorders (SMD)","Not Available","Not Available",1,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",81,21,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",1,10/01/2023,03/31/2024
